movieId,title,genres
82,antonia s line,comedy drama
83,once upon a time when we were colored,drama romance
84,last summer in the hamptons,comedy drama
85,angels and insects,drama romance
86,white squall,action adventure drama
87,dunston checks in,children comedy
88,black sheep,comedy
89,nick of time,action thriller
90,journey of august king the,drama
92,mary reilly,drama horror thriller
93,vampire in brooklyn,comedy horror romance
94,beautiful girls,comedy drama romance
95,broken arrow,action adventure thriller
96,in the bleak midwinter,comedy drama
97,hate,crime drama
100,city hall,drama thriller
101,bottle rocket,adventure comedy crime romance
102,mr wrong,comedy
103,unforgettable,mystery sci fi thriller
104,happy gilmore,comedy
105,bridges of madison county the,drama romance
107,muppet treasure island,adventure children comedy musical
108,catwalk,documentary
110,braveheart,action drama war
111,taxi driver,crime drama thriller
112,rumble in the bronx,action adventure comedy crime
113,before and after,drama mystery
114,margaret s museum,drama
115,happiness is in the field,comedy
116,anne frank remembered,documentary
117,young poisoner s handbook the,crime drama
118,if lucy fell,comedy romance
121,boys of st vincent the,drama
122,boomerang,comedy romance
123,chungking express,drama mystery romance
124,star maker the,drama
125,flirting with disaster,comedy
126,neverending story iii the,adventure children fantasy
129,pie in the sky,comedy romance
131,frankie starlight,drama romance
132,jade,thriller
135,down periscope,comedy
137,man of the year,documentary
138,neon bible the,drama
140,up close and personal,drama romance
141,birdcage the,comedy
144,brothers mcmullen the,comedy
145,bad boys,action comedy crime drama thriller
146,amazing panda adventure the,adventure children
147,basketball diaries the,drama
149,amateur,crime drama thriller
150,apollo,adventure drama imax
151,rob roy,action drama romance war
152,addiction the,drama horror
153,batman forever,action adventure comedy crime
154,beauty of the day,drama
155,beyond rangoon,adventure drama war
156,blue in the face,comedy drama
157,canadian bacon,comedy war
158,casper,adventure children
159,clockers,crime drama mystery
160,congo,action adventure mystery sci fi
161,crimson tide,drama thriller war
162,crumb,documentary
163,desperado,action romance western
164,devil in a blue dress,crime film noir mystery thriller
165,die hard with a vengeance,action crime thriller
166,doom generation the,comedy crime drama
168,first knight,action drama romance
169,free willy the adventure home,adventure children drama
170,hackers,action adventure crime thriller
171,jeffrey,comedy drama
172,johnny mnemonic,action sci fi thriller
173,judge dredd,action crime sci fi
174,jury duty,comedy
175,kids,drama
176,living in oblivion,comedy
177,lord of illusions,horror
178,love human remains,comedy drama
179,mad love,drama romance
180,mallrats,comedy romance
181,mighty morphin power rangers the movie,action children
182,moonlight and valentino,drama romance
183,mute witness,comedy horror thriller
184,nadja,drama
185,net the,action crime thriller
186,nine months,comedy romance
187,party girl,comedy
188,prophecy the,fantasy horror mystery
190,safe,thriller
191,scarlet letter the,drama romance
193,showgirls,drama
194,smoke,comedy drama
195,something to talk about,comedy drama romance
196,species,horror sci fi
198,strange days,action crime drama mystery sci fi thriller
199,umbrellas of cherbourg the,drama musical romance
200,tie that binds the,thriller
201,three wishes,drama fantasy
202,total eclipse,drama romance
203,to wong foo thanks for everything julie newmar,comedy
204,under siege dark territory,action
205,unstrung heroes,comedy drama
206,unzipped,documentary
207,walk in the clouds a,drama romance
208,waterworld,action adventure sci fi
209,white man s burden,drama
210,wild bill,western
211,browning version the,drama
212,bushwhacked,adventure comedy crime mystery
213,burnt by the sun,drama
214,before the rain,drama war
215,before sunrise,drama romance
216,billy madison,comedy
217,babysitter the,drama thriller
218,boys on the side,comedy drama
219,cure the,drama
220,castle freak,horror
222,circle of friends,drama romance
223,clerks,comedy
224,don juan demarco,comedy drama romance
225,disclosure,drama thriller
226,dream man,thriller
227,drop zone,action thriller
228,destiny turns on the radio,comedy
229,death and the maiden,drama thriller
230,dolores claiborne,drama thriller
231,dumb dumber,adventure comedy
232,eat drink man woman,comedy drama romance
233,exotica,drama
234,exit to eden,comedy
235,ed wood,comedy drama
236,french kiss,action comedy romance
237,forget paris,comedy romance
238,far from home the adventures of yellow dog,adventure children
239,goofy movie a,animation children comedy romance
240,hideaway,thriller
241,fluke,children drama
242,farinelli il castrato,drama musical
243,gordy,children comedy fantasy
245,the glass shield,crime drama
246,hoop dreams,documentary
247,heavenly creatures,crime drama
248,houseguest,comedy
249,immortal beloved,drama romance
250,heavyweights,children comedy
251,hunted the,action
252,i q,comedy romance
253,interview with the vampire the vampire chronicles,drama horror
254,jefferson in paris,drama
255,jerky boys the,comedy
256,junior,comedy sci fi
257,just cause,mystery thriller
258,kid in king arthur s court a,adventure children comedy fantasy romance
259,kiss of death,crime drama thriller
260,star wars episode iv a new hope,action adventure sci fi
261,little women,drama
262,little princess a,children drama
263,ladybird ladybird,drama
265,like water for chocolate,drama fantasy romance
266,legends of the fall,drama romance war western
267,major payne,comedy
268,little odessa,crime drama
269,my crazy life,drama
270,love affair,drama romance
271,losing isaiah,drama
272,madness of king george the,comedy drama
273,mary shelley s frankenstein,drama horror sci fi
274,man of the house,comedy
275,mixed nuts,comedy
276,milk money,comedy romance
277,miracle on street,drama
278,miami rhapsody,comedy
279,my family,drama
280,murder in the first,drama thriller
281,nobody s fool,comedy drama romance
282,nell,drama
283,new jersey drive,crime drama
288,natural born killers,action crime thriller
289,only you,comedy romance
290,once were warriors,crime drama
291,poison ivy ii,drama thriller
292,outbreak,action drama sci fi thriller
293,l on the professional,action crime drama thriller
294,perez family the,comedy romance
296,pulp fiction,comedy crime drama thriller
298,pushing hands,drama
299,priest,drama
300,quiz show,drama
301,picture bride,drama romance
302,queen margot,drama romance
303,quick and the dead the,action thriller western
304,roommates,comedy drama
305,ready to wear,comedy
306,three colors red,drama
307,three colors blue,drama
308,three colors white,comedy drama
309,red firecracker green firecracker,drama
312,stuart saves his family,comedy
313,swan princess the,animation children
314,secret of roan inish the,children drama fantasy mystery
315,specialist the,action drama thriller
316,stargate,action adventure sci fi
317,santa clause the,comedy drama fantasy
318,shawshank redemption the,crime drama
319,shallow grave,comedy drama thriller
320,suture,film noir thriller
321,strawberry and chocolate,drama
322,swimming with sharks,comedy drama
324,sum of us the,comedy drama
325,national lampoon s senior trip,comedy
326,to live,drama
327,tank girl,action comedy sci fi
328,tales from the crypt presents demon knight,horror thriller
329,star trek generations,adventure drama sci fi
330,tales from the hood,action crime horror
331,tom viv,drama
332,village of the damned,horror sci fi
333,tommy boy,comedy
334,vanya on street,drama
335,underneath,mystery thriller
336,walking dead the,drama war
337,what s eating gilbert grape,drama
338,virtuosity,action sci fi thriller
339,while you were sleeping,comedy romance
340,war the,adventure drama war
341,double happiness,drama
342,muriel s wedding,comedy
343,baby sitters club the,children
344,ace ventura pet detective,comedy
345,adventures of priscilla queen of the desert the,comedy drama
346,backbeat,drama musical
347,bitter moon,drama film noir romance
348,bullets over broadway,comedy
349,clear and present danger,action crime drama thriller
350,client the,drama mystery thriller
351,corrina corrina,comedy drama romance
352,crooklyn,comedy drama
353,crow the,action crime fantasy thriller
354,cobb,drama
355,flintstones the,children comedy fantasy
356,forrest gump,comedy drama romance war
357,four weddings and a funeral,comedy romance
358,higher learning,drama
360,i love trouble,action comedy
361,it could happen to you,comedy drama romance
362,jungle book the,adventure children romance
363,wonderful horrible life of leni riefenstahl the,documentary
364,lion king the,adventure animation children drama musical imax
365,little buddha,drama
366,wes craven s new nightmare,drama horror mystery thriller
367,mask the,action comedy crime fantasy
368,maverick,adventure comedy western
369,mrs parker and the vicious circle,drama
370,naked gun the final insult,action comedy
371,paper the,comedy drama
372,reality bites,comedy drama romance
373,red rock west,thriller
374,richie rich,children comedy
375,safe passage,drama
376,river wild the,action thriller
377,speed,action romance thriller
378,speechless,comedy romance
379,timecop,action sci fi thriller
380,true lies,action adventure comedy romance thriller
381,when a man loves a woman,drama romance
382,wolf,drama horror romance thriller
383,wyatt earp,western
384,bad company,action crime drama
385,man of no importance a,drama
386,s f w,drama
387,low down dirty shame a,action comedy
388,boys life,drama
389,colonel chabert le,drama romance war
390,faster pussycat kill kill,action crime drama
391,jason s lyric,crime drama
392,secret adventures of tom thumb the,adventure animation
393,street fighter,action adventure fantasy
396,fall time,drama
404,brother minister the assassination of malcolm x,documentary
405,highlander iii the sorcerer,action fantasy
407,in the mouth of madness,horror thriller
408,seconds,drama
409,above the rim,crime drama
410,addams family values,children comedy fantasy
412,age of innocence the,drama
413,airheads,comedy
414,air up there the,comedy
415,another stakeout,comedy thriller
416,bad girls,western
417,barcelona,comedy romance
418,being human,drama
419,beverly hillbillies the,comedy
420,beverly hills cop iii,action comedy crime thriller
421,black beauty,adventure children drama
422,blink,thriller
423,blown away,action thriller
424,blue chips,drama
425,blue sky,drama romance
426,body snatchers,horror sci fi thriller
427,boxing helena,drama mystery romance thriller
428,bronx tale a,drama
429,cabin boy,comedy
430,calendar girl,comedy drama
431,carlito s way,crime drama
432,city slickers ii the legend of curly s gold,adventure comedy western
433,clean slate,comedy
434,cliffhanger,action adventure thriller
435,coneheads,comedy sci fi
436,color of night,drama thriller
437,cops and robbersons,comedy
438,cowboy way the,action comedy drama
439,dangerous game,drama
440,dave,comedy romance
441,dazed and confused,comedy
442,demolition man,action adventure sci fi
443,endless summer the,adventure documentary
444,even cowgirls get the blues,comedy romance
445,fatal instinct,comedy
446,farewell my concubine,drama romance
447,favor the,comedy romance
448,fearless,drama
449,fear of a black hat,comedy
450,with honors,comedy drama
451,flesh and bone,drama mystery romance
452,widows peak,drama
453,for love or money,comedy romance
454,firm the,drama thriller
455,free willy,adventure children drama
456,fresh,crime drama thriller
457,fugitive the,thriller
458,geronimo an american legend,drama western
459,getaway the,action adventure crime drama romance thriller
460,getting even with dad,comedy
461,go fish,drama romance
463,guilty as sin,crime drama thriller
464,hard target,action adventure crime thriller
465,heaven earth,action drama war
466,hot shots part deux,action comedy war
467,live nude girls,comedy
468,englishman who went up a hill but came down a mountain the,comedy romance
469,house of the spirits the,drama romance
470,house party,comedy
471,hudsucker proxy the,comedy
472,i ll do anything,comedy drama
473,in the army now,comedy war
474,in the line of fire,action thriller
475,in the name of the father,drama
476,inkwell the,comedy drama
477,what s love got to do with it,drama musical
479,judgment night,action crime thriller
480,jurassic park,action adventure sci fi thriller
481,kalifornia,drama thriller
482,killing zoe,crime drama thriller
483,king of the hill,drama
485,last action hero,action adventure comedy fantasy
486,life with mikey,comedy
487,lightning jack,comedy western
488,m butterfly,drama romance
489,made in america,comedy
490,malice,thriller
491,man without a face the,drama
492,manhattan murder mystery,comedy mystery
493,menace ii society,action crime drama
494,executive decision,action adventure thriller
495,in the realm of the senses,drama
496,what happened was,comedy drama romance thriller
497,much ado about nothing,comedy romance
498,mr jones,drama romance
499,mr wonderful,comedy romance
500,mrs doubtfire,comedy drama
501,naked,drama
502,next karate kid the,action children romance
504,no escape,action drama sci fi
505,north,comedy
506,orlando,drama fantasy romance
507,perfect world a,crime drama thriller
508,philadelphia,drama
509,piano the,drama romance
510,poetic justice,drama
511,program the,action drama
512,puppet masters the,horror sci fi
513,radioland murders,comedy mystery romance
514,ref the,comedy
515,remains of the day the,drama romance
516,renaissance man,comedy drama
517,rising sun,action drama mystery
518,road to wellville the,comedy
519,robocop,action crime drama sci fi thriller
520,robin hood men in tights,comedy
521,romeo is bleeding,crime thriller
522,romper stomper,action drama
523,ruby in paradise,drama
524,rudy,drama
525,saint of fort washington the,drama
526,savage nights,drama
527,schindler s list,drama war
528,scout the,comedy drama
529,searching for bobby fischer,drama
531,secret garden the,children drama
532,serial mom,comedy crime horror
533,shadow the,action adventure fantasy mystery
534,shadowlands,drama romance
535,short cuts,drama
536,simple twist of fate a,drama
537,sirens,drama
538,six degrees of separation,drama
539,sleepless in seattle,comedy drama romance
540,sliver,thriller
541,blade runner,action sci fi thriller
542,son in law,comedy drama romance
543,so i married an axe murderer,comedy romance thriller
544,striking distance,action crime
545,harem,drama
546,super mario bros,action adventure children comedy fantasy sci fi
547,surviving the game,action adventure thriller
548,terminal velocity,action mystery thriller
549,thirty two short films about glenn gould,drama musical
550,threesome,comedy romance
551,nightmare before christmas the,animation children fantasy musical
552,three musketeers the,action adventure comedy romance
553,tombstone,action drama western
554,trial by jury,crime drama thriller
555,true romance,crime thriller
556,war room the,documentary
558,pagemaster the,action adventure animation children fantasy
560,beans of egypt maine the,drama
562,welcome to the dollhouse,comedy drama
563,germinal,drama romance
565,cronos,drama horror
566,naked in new york,comedy romance
567,kika,comedy drama
568,bhaji on the beach,comedy drama
569,little big league,comedy drama
570,slingshot the,comedy drama
571,wedding gift the,drama romance
573,ciao professore,drama
574,spanking the monkey,comedy drama
575,little rascals the,children comedy
577,andre,adventure children drama
580,princess caraboo,drama
581,celluloid closet the,documentary
583,dear diary,comedy drama
585,brady bunch movie the,comedy
586,home alone,children comedy
587,ghost,comedy drama fantasy romance thriller
588,aladdin,adventure animation children comedy musical
589,terminator judgment day,action sci fi
590,dances with wolves,adventure drama western
592,batman,action crime thriller
593,silence of the lambs the,crime horror thriller
594,snow white and the seven dwarfs,animation children drama fantasy musical
595,beauty and the beast,animation children fantasy musical romance imax
596,pinocchio,animation children fantasy musical
597,pretty woman,comedy romance
599,wild bunch the,adventure western
600,love and a,action comedy crime
601,wooden man s bride the,drama
602,great day in harlem a,documentary
603,bye bye love,comedy
605,one fine day,drama romance
606,candyman farewell to the flesh,fantasy horror
608,fargo,comedy crime drama thriller
609,homeward bound ii lost in san francisco,adventure children
610,heavy metal,action adventure animation horror sci fi
611,hellraiser bloodline,action horror sci fi
612,pallbearer the,comedy
613,jane eyre,drama romance
614,loaded,drama thriller
615,bread and chocolate,comedy drama
616,aristocats the,animation children
617,flower of my secret the,comedy drama
618,two much,comedy romance
619,ed,comedy
621,my favorite season,drama
626,thin line between love and hate a,comedy
627,last supper the,drama thriller
628,primal fear,crime drama mystery thriller
630,carried away,drama romance
631,all dogs go to heaven,adventure animation children fantasy musical romance
632,land and freedom,drama war
633,denise calls up,comedy
634,theodore rex,comedy
635,family thing a,comedy drama
637,sgt bilko,comedy
638,jack and sarah,romance
639,girl,comedy drama
640,diabolique,drama thriller
647,courage under fire,action crime drama war
648,mission impossible,action adventure mystery thriller
649,cold fever,comedy drama
650,moll flanders,drama
653,dragonheart,action adventure fantasy
656,eddie,comedy
659,purple noon,crime drama thriller
660,august,drama
661,james and the giant peach,adventure animation children fantasy musical
662,fear,thriller
663,kids in the hall brain candy,comedy
664,faithful,comedy
665,underground,comedy drama war
667,bloodsport,action
668,song of the little road,drama
670,world of apu the,drama
671,mystery science theater the movie,comedy sci fi
673,space jam,adventure animation children comedy fantasy sci fi
674,barbarella,adventure comedy sci fi
678,some folks call it a sling blade,drama thriller
679,run of the country the,drama
680,alphaville,drama mystery romance sci fi thriller
681,coup de torchon,crime
685,it s my party,drama
688,operation dumbo drop,action adventure comedy war
690,promise the,drama romance
691,mrs winterbourne,comedy romance
692,solo,action sci fi thriller
694,substitute the,action crime drama
695,true crime,mystery thriller
697,feeling minnesota,drama romance
700,angus,comedy
702,faces,drama
703,boys,drama
704,quest the,action adventure
705,cosi,comedy
706,sunset park,drama
707,mulholland falls,crime drama thriller
708,truth about cats dogs the,comedy romance
709,oliver company,adventure animation children comedy musical
710,celtic pride,comedy
711,flipper,adventure children
712,captives,crime drama romance thriller
714,dead man,drama mystery western
715,horseman on the roof the,drama romance
716,switchblade sisters,crime
718,visitors the,comedy fantasy sci fi
719,multiplicity,comedy
720,wallace gromit the best of aardman animation,adventure animation comedy
722,haunted world of edward d wood jr the,documentary
724,craft the,drama fantasy horror thriller
725,great white hype the,comedy
726,last dance,drama
728,cold comfort farm,comedy
731,heaven s prisoners,crime thriller
732,original gangstas,crime
733,rock the,action adventure thriller
735,cemetery man,horror
736,twister,action adventure romance thriller
737,barb wire,action sci fi
741,ghost in the shell,animation sci fi
742,thinner,horror thriller
743,spy hard,comedy
745,wallace gromit a close shave,animation children comedy
746,force of evil,film noir
747,stupids the,comedy
748,arrival the,action sci fi thriller
750,dr strangelove or how i learned to stop worrying and love the bomb,comedy war
753,month by the lake a,comedy drama romance
754,gold diggers the secret of bear mountain,adventure children
755,kim,children drama
757,ashes of time,drama
759,maya lin a strong clear vision,documentary
760,stalingrad,drama war
761,phantom the,action adventure
762,striptease,comedy crime
764,heavy,drama romance
765,jack,comedy drama
766,i shot andy warhol,drama
767,grass harp the,comedy drama
769,marlene dietrich shadow and light,documentary
778,trainspotting,comedy crime drama
779,til there was you,drama romance
780,independence day,action adventure sci fi thriller
781,stealing beauty,drama
782,fan the,drama thriller
783,hunchback of notre dame the,animation children drama musical romance
784,cable guy the,comedy thriller
785,kingpin,comedy
786,eraser,action drama thriller
788,nutty professor the,comedy fantasy romance sci fi
798,daylight,action adventure drama thriller
799,frighteners the,comedy horror thriller
800,lone star,drama mystery western
801,harriet the spy,children comedy
802,phenomenon,drama romance
803,walking and talking,comedy drama romance
804,she s the one,comedy romance
805,time to kill a,drama thriller
806,american buffalo,crime drama
807,rendezvous in paris,comedy romance
808,alaska,adventure children
809,fled,action adventure
810,kazaam,children comedy fantasy
813,larger than life,comedy
818,very brady sequel a,comedy
823,collector the,drama
824,kaspar hauser,drama mystery
827,convent the,drama
828,adventures of pinocchio the,adventure children
829,joe s apartment,comedy fantasy musical
830,first wives club the,comedy
831,stonewall,drama
832,ransom,crime thriller
833,high school high,comedy
834,phat beach,comedy
835,foxfire,drama
836,chain reaction,action adventure thriller
837,matilda,children comedy fantasy
838,emma,comedy drama romance
839,crow city of angels the,action thriller
840,house arrest,children comedy
841,eyes without a face,horror
842,tales from the crypt presents bordello of blood,comedy horror
844,story of xinghua the,drama
846,flirt,drama
848,spitfire grill the,drama
849,escape from l a,action adventure sci fi thriller
850,cyclo,crime drama
851,basquiat,drama
852,tin cup,comedy drama romance
854,ballad of narayama the,drama
858,godfather the,crime drama
861,supercop,action comedy crime thriller
862,manny lo,drama
865,small faces,drama
866,bound,crime drama romance thriller
867,carpool,comedy crime
868,death in brunswick,comedy
869,kansas city,crime drama musical thriller
870,gone fishin,comedy
875,nothing to lose,action crime drama
876,supercop,action comedy crime thriller
879,relic the,horror thriller
880,island of dr moreau the,sci fi thriller
881,first kid,children comedy
882,trigger effect the,drama thriller
885,bogus,children drama fantasy
886,bulletproof,action comedy crime
888,land before time iii the time of the great giving,adventure animation children musical
890,baton rouge,thriller
891,halloween the curse of michael myers,horror thriller
892,twelfth night,comedy drama romance
893,mother night,drama
896,wild reeds,drama
897,for whom the bell tolls,adventure drama romance war
898,philadelphia story the,comedy drama romance
899,singin in the rain,comedy musical romance
900,american in paris an,musical romance
901,funny face,comedy musical
902,breakfast at tiffany s,drama romance
903,vertigo,drama mystery romance thriller
904,rear window,mystery thriller
905,it happened one night,comedy romance
906,gaslight,drama thriller
907,gay divorcee the,comedy musical romance
908,north by northwest,action adventure mystery romance thriller
909,apartment the,comedy drama romance
910,some like it hot,comedy crime
911,charade,comedy crime mystery romance thriller
912,casablanca,drama romance
913,maltese falcon the,film noir mystery
914,my fair lady,comedy drama musical romance
915,sabrina,comedy romance
916,roman holiday,comedy drama romance
917,little princess the,children drama
918,meet me in st louis,musical
919,wizard of oz the,adventure children fantasy musical
920,gone with the wind,drama romance war
921,my favorite year,comedy
922,sunset blvd,drama film noir romance
923,citizen kane,drama mystery
924,a space odyssey,adventure drama sci fi
926,all about eve,drama
927,women the,comedy
928,rebecca,drama mystery romance thriller
929,foreign correspondent,drama film noir mystery thriller
930,notorious,film noir romance thriller
931,spellbound,mystery romance thriller
932,affair to remember an,drama romance
933,to catch a thief,crime mystery romance thriller
934,father of the bride,comedy
935,band wagon the,comedy musical
936,ninotchka,comedy romance
937,love in the afternoon,comedy romance
938,gigi,musical
939,reluctant debutante the,comedy drama
940,adventures of robin hood the,action adventure romance
941,mark of zorro the,adventure
942,laura,crime film noir mystery
943,ghost and mrs muir the,drama fantasy romance
944,lost horizon,drama
945,top hat,comedy musical romance
946,to be or not to be,comedy drama war
947,my man godfrey,comedy romance
948,giant,drama romance western
949,east of eden,drama
950,thin man the,comedy crime
951,his girl friday,comedy romance
952,around the world in days,adventure comedy
953,it s a wonderful life,drama fantasy romance
954,mr smith goes to washington,drama
955,bringing up baby,comedy romance
956,penny serenade,drama romance
957,scarlet letter the,drama
958,lady of burlesque,comedy mystery
959,of human bondage,drama
960,angel on my shoulder,crime drama
961,little lord fauntleroy,drama
963,inspector general the,musical
964,angel and the badman,romance western
965,steps the,drama mystery thriller
966,walk in the sun a,war
967,outlaw the,western
968,night of the living dead,horror sci fi thriller
969,african queen the,adventure comedy romance war
970,beat the devil,adventure comedy crime drama romance
971,cat on a hot tin roof,drama
972,last time i saw paris the,drama
973,meet john doe,comedy drama
974,algiers,drama romance
976,farewell to arms a,romance war
979,nothing personal,drama war
980,yes madam,action
981,dangerous ground,drama
982,picnic,drama
986,fly away home,adventure children
987,bliss,drama romance
988,grace of my heart,comedy drama
990,maximum risk,action adventure thriller
991,michael collins,drama
993,infinity,drama
994,big night,comedy drama
996,last man standing,action crime drama thriller
997,caught,drama thriller
998,set it off,action crime
999,days in the valley,crime film noir
1000,curdled,crime
1003,extreme measures,drama thriller
1004,glimmer man the,action thriller
1005,the mighty ducks,children comedy
1006,chamber the,drama
1007,apple dumpling gang the,children comedy western
1008,davy crockett king of the wild frontier,adventure western
1009,escape to witch mountain,adventure children fantasy
1010,love bug the,children comedy
1011,herbie rides again,adventure children comedy
1012,old yeller,children drama
1013,parent trap the,children comedy romance
1014,pollyanna,children comedy drama
1015,homeward bound the incredible journey,adventure children drama
1016,shaggy dog the,children comedy
1017,swiss family robinson,adventure children
1018,that darn cat,children comedy mystery
1019,leagues under the sea,adventure drama sci fi
1020,cool runnings,comedy
1021,angels in the outfield,children comedy
1022,cinderella,animation children fantasy musical romance
1023,winnie the pooh and the blustery day,animation children musical
1024,three caballeros the,animation children musical
1025,sword in the stone the,animation children fantasy musical
1027,robin hood prince of thieves,adventure drama
1028,mary poppins,children comedy fantasy musical
1029,dumbo,animation children drama musical
1030,pete s dragon,adventure animation children musical
1031,bedknobs and broomsticks,adventure children musical
1032,alice in wonderland,adventure animation children fantasy musical
1033,fox and the hound the,animation children drama
1034,freeway,comedy crime drama thriller
1035,sound of music the,musical romance
1036,die hard,action crime thriller
1037,lawnmower man the,action horror sci fi thriller
1038,unhook the stars,drama
1040,secret agent the,drama
1041,secrets lies,drama
1042,that thing you do,comedy drama
1043,to gillian on her birthday,drama romance
1044,surviving picasso,drama
1046,beautiful thing,drama romance
1047,long kiss goodnight the,action drama thriller
1049,ghost and the darkness the,action adventure
1050,looking for richard,documentary drama
1051,trees lounge,drama
1053,normal life,crime drama romance
1054,get on the bus,drama
1056,jude,drama
1057,everyone says i love you,comedy musical romance
1058,bitter sugar,drama
1059,william shakespeare s romeo juliet,drama romance
1060,swingers,comedy drama
1061,sleepers,thriller
1063,johns,drama
1064,aladdin and the king of thieves,animation children comedy fantasy musical romance
1066,shall we dance,comedy musical romance
1067,damsel in distress a,comedy musical romance
1068,crossfire,crime film noir
1069,murder my sweet,crime film noir thriller
1070,macao,adventure
1071,for the moment,romance war
1073,willy wonka the chocolate factory,children comedy fantasy musical
1076,innocents the,drama horror thriller
1077,sleeper,comedy sci fi
1078,bananas,comedy war
1079,fish called wanda a,comedy crime
1080,monty python s life of brian,comedy
1081,victor victoria,comedy musical romance
1082,candidate the,drama
1083,great race the,comedy musical
1084,bonnie and clyde,crime drama
1085,old man and the sea the,adventure drama
1086,dial m for murder,crime mystery thriller
1087,madame butterfly,musical
1088,dirty dancing,drama musical romance
1089,reservoir dogs,crime mystery thriller
1090,platoon,drama war
1091,weekend at bernie s,comedy
1092,basic instinct,crime mystery thriller
1093,doors the,drama
1094,crying game the,drama romance thriller
1095,glengarry glen ross,drama
1096,sophie s choice,drama
1097,e t the extra terrestrial,children drama sci fi
1099,christmas carol a,children drama fantasy
1100,days of thunder,action drama romance
1101,top gun,action romance
1103,rebel without a cause,drama
1104,streetcar named desire a,drama
1105,children of the corn iv the gathering,horror
1111,microcosmos,documentary
1112,palookaville,action comedy drama
1113,associate the,comedy
1114,funeral the,crime drama
1116,single girl a,drama
1117,eighth day the,drama
1119,drunks,drama
1120,people vs larry flynt the,comedy drama
1121,glory daze,drama
1123,perfect candidate a,documentary
1124,on golden pond,drama
1125,return of the pink panther the,comedy crime
1126,drop dead fred,comedy fantasy
1127,abyss the,action adventure sci fi thriller
1128,fog the,horror
1129,escape from new york,action adventure sci fi thriller
1130,howling the,horror mystery
1131,jean de florette,drama mystery
1132,manon of the spring,drama
1133,talking about sex,comedy drama
1135,private benjamin,comedy
1136,monty python and the holy grail,adventure comedy fantasy
1145,snowriders,documentary
1147,when we were kings,documentary
1148,wallace gromit the wrong trousers,animation children comedy crime
1150,return of martin guerre the,drama
1152,he walked by night,crime film noir thriller
1153,raw deal,film noir
1154,t men,film noir
1156,children are watching us the,drama
1161,tin drum the,drama war
1162,ruling class the,comedy drama
1167,dear god,comedy
1168,bad moon,action adventure horror
1169,american dream,documentary
1170,best of the best no turning back,action
1171,bob roberts,comedy
1172,cinema paradiso,drama
1173,cook the thief his wife her lover the,comedy drama
1175,delicatessen,comedy drama romance
1176,double life of veronique the,drama fantasy romance
1177,enchanted april,drama romance
1178,paths of glory,drama war
1179,grifters the,crime drama film noir
1180,hear my song,comedy
1183,english patient the,drama romance war
1184,mediterraneo,comedy drama
1185,my left foot,drama
1186,sex lies and videotape,drama
1187,passion fish,drama
1188,strictly ballroom,comedy romance
1189,thin blue line the,documentary
1190,tie me up tie me down,crime drama romance
1191,madonna truth or dare,documentary musical
1192,paris is burning,documentary
1193,one flew over the cuckoo s nest,drama
1194,cheech and chong s up in smoke,comedy
1196,star wars episode v the empire strikes back,action adventure sci fi
1197,princess bride the,action adventure comedy fantasy romance
1198,raiders of the lost ark,action adventure
